File,Line,Index,Context
wiki/City_of_Mandaluyong_Science_High_School.html,90,227,"g"" title=""City of Mandaluyong Science High School"" width=""6"" height"
wiki/City_of_Mandaluyong_Science_High_School.html,91,166,"oat:left"">City of Mandaluyong Science High School</span></div>"
wiki/City_of_Mandaluyong_Science_High_School.html,106,144,?pagename=City_of_Mandaluyong_Science_High_School&amp;params=14.568
wiki/City_of_Mandaluyong_Science_High_School.html,106,1009,?pagename=City_of_Mandaluyong_Science_High_School&amp;params=14.568
wiki/City_of_Mandaluyong_Science_High_School.html,113,159,"a href=""/wiki/Engineering_and_Science_Education_Program#Science.2C_"
wiki/City_of_Mandaluyong_Science_High_School.html,113,185,and_Science_Education_Program#Science.2C_Technology.2C_Engineering_
wiki/City_of_Mandaluyong_Science_High_School.html,113,292,"culum"" title=""Engineering and Science Education Program"">Special Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,113,327,"ce Education Program"">Special Science</a></td>"
wiki/City_of_Mandaluyong_Science_High_School.html,155,3,<i>Science Gazette</i> (English)</td>
wiki/City_of_Mandaluyong_Science_High_School.html,158,30,"<p>The <b>City of Mandaluyong Science High School</b> (<a href=""/wi"
wiki/City_of_Mandaluyong_Science_High_School.html,158,199,"d ng Mandaluyong) is a public science <a href=""/wiki/High_school"" c"
wiki/City_of_Mandaluyong_Science_High_School.html,175,179,php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,176,27,<p>The City of Mandaluyong Science High School (CMSHS) was the b
wiki/City_of_Mandaluyong_Science_High_School.html,176,851,"alin, education supervisor in science and health who was appointed "
wiki/City_of_Mandaluyong_Science_High_School.html,177,88,"n June 1996 using the Special Science and Technology curriculum, to"
wiki/City_of_Mandaluyong_Science_High_School.html,179,256,sup> was born enacting that a science high school be established at
wiki/City_of_Mandaluyong_Science_High_School.html,183,179,php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,189,384,"php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit"">"
wiki/City_of_Mandaluyong_Science_High_School.html,192,235,php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,203,185,php?title=City_of_Mandaluyong_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,206,536,dia.org%3ACity+of+Mandaluyong+Science+High+School&amp;rft.atitle=RE
wiki/City_of_Mandaluyong_Science_High_School.html,209,60,"navbox"" aria-labelledby=""20px_Science_high_schools_in_the_Philippin"
wiki/City_of_Mandaluyong_Science_High_School.html,215,55,"ef=""/wiki/Template:Philippine_Science_High_Schools"" title=""Template"
wiki/City_of_Mandaluyong_Science_High_School.html,215,104,"s"" title=""Template:Philippine Science High Schools""><abbr title=""Vi"
wiki/City_of_Mandaluyong_Science_High_School.html,216,60,"wiki/Template_talk:Philippine_Science_High_Schools"" title=""Template"
wiki/City_of_Mandaluyong_Science_High_School.html,216,114,"tle=""Template talk:Philippine Science High Schools""><abbr title=""Di"
wiki/City_of_Mandaluyong_Science_High_School.html,217,108,"php?title=Template:Philippine_Science_High_Schools&amp;action=edit"""
wiki/City_of_Mandaluyong_Science_High_School.html,220,14,"<div id=""20px_Science_high_schools_in_the_Philippin"
wiki/City_of_Mandaluyong_Science_High_School.html,220,645,"data-file-height=""128"" /></a> Science high schools in the Philippin"
wiki/City_of_Mandaluyong_Science_High_School.html,227,63,"up""><a href=""/wiki/Philippine_Science_High_School_System"" title=""Ph"
wiki/City_of_Mandaluyong_Science_High_School.html,227,109,"ool_System"" title=""Philippine Science High School System"">Philippin"
wiki/City_of_Mandaluyong_Science_High_School.html,227,148,"igh School System"">Philippine Science<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,232,30,"<li><a href=""/wiki/Philippine_Science_High_School_Main_Campus"" titl"
wiki/City_of_Mandaluyong_Science_High_School.html,232,81,"ain_Campus"" title=""Philippine Science High School Main Campus"">Main"
wiki/City_of_Mandaluyong_Science_High_School.html,233,30,"<li><a href=""/wiki/Philippine_Science_High_School_Ilocos_Region_Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,233,90,"ion_Campus"" title=""Philippine Science High School Ilocos Region Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,234,30,"<li><a href=""/wiki/Philippine_Science_High_School_Cagayan_Valley_Ca"
wiki/City_of_Mandaluyong_Science_High_School.html,234,91,"ley_Campus"" title=""Philippine Science High School Cagayan Valley Ca"
wiki/City_of_Mandaluyong_Science_High_School.html,235,30,"<li><a href=""/wiki/Philippine_Science_High_School_Cordillera_Admini"
wiki/City_of_Mandaluyong_Science_High_School.html,235,109,"ion_Campus"" title=""Philippine Science High School Cordillera Admini"
wiki/City_of_Mandaluyong_Science_High_School.html,236,30,"<li><a href=""/wiki/Philippine_Science_High_School_Central_Luzon_Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,236,90,"zon_Campus"" title=""Philippine Science High School Central Luzon Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,237,30,"<li><a href=""/wiki/Philippine_Science_High_School_CALABARZON_Region"
wiki/City_of_Mandaluyong_Science_High_School.html,237,94,"ion_Campus"" title=""Philippine Science High School CALABARZON Region"
wiki/City_of_Mandaluyong_Science_High_School.html,238,30,"<li><a href=""/wiki/Philippine_Science_High_School_Bicol_Region_Camp"
wiki/City_of_Mandaluyong_Science_High_School.html,238,89,"ion_Campus"" title=""Philippine Science High School Bicol Region Camp"
wiki/City_of_Mandaluyong_Science_High_School.html,239,30,"<li><a href=""/wiki/Philippine_Science_High_School_Western_Visayas_C"
wiki/City_of_Mandaluyong_Science_High_School.html,239,92,"yas_Campus"" title=""Philippine Science High School Western Visayas C"
wiki/City_of_Mandaluyong_Science_High_School.html,240,30,"<li><a href=""/wiki/Philippine_Science_High_School_Central_Visayas_C"
wiki/City_of_Mandaluyong_Science_High_School.html,240,92,"yas_Campus"" title=""Philippine Science High School Central Visayas C"
wiki/City_of_Mandaluyong_Science_High_School.html,241,30,"<li><a href=""/wiki/Philippine_Science_High_School_Eastern_Visayas_C"
wiki/City_of_Mandaluyong_Science_High_School.html,241,92,"yas_Campus"" title=""Philippine Science High School Eastern Visayas C"
wiki/City_of_Mandaluyong_Science_High_School.html,242,30,"<li><a href=""/wiki/Philippine_Science_High_School_Central_Mindanao_"
wiki/City_of_Mandaluyong_Science_High_School.html,242,93,"nao_Campus"" title=""Philippine Science High School Central Mindanao "
wiki/City_of_Mandaluyong_Science_High_School.html,243,30,"<li><a href=""/wiki/Philippine_Science_High_School_Southern_Mindanao"
wiki/City_of_Mandaluyong_Science_High_School.html,243,94,"nao_Campus"" title=""Philippine Science High School Southern Mindanao"
wiki/City_of_Mandaluyong_Science_High_School.html,244,30,"<li><a href=""/wiki/Philippine_Science_High_School_SOCCSKSARGEN_Regi"
wiki/City_of_Mandaluyong_Science_High_School.html,244,96,"ion_Campus"" title=""Philippine Science High School SOCCSKSARGEN Regi"
wiki/City_of_Mandaluyong_Science_High_School.html,245,30,"<li><a href=""/wiki/Philippine_Science_High_School_Caraga_Region_Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,245,90,"ion_Campus"" title=""Philippine Science High School Caraga Region Cam"
wiki/City_of_Mandaluyong_Science_High_School.html,254,61,"roup""><a href=""/wiki/Regional_Science_High_School_Union"" title=""Reg"
wiki/City_of_Mandaluyong_Science_High_School.html,254,104,"School_Union"" title=""Regional Science High School Union"">Regional S"
wiki/City_of_Mandaluyong_Science_High_School.html,254,140,"e High School Union"">Regional Science<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,260,28,"<dd><a href=""/wiki/Regional_Science_High_School_for_Region_1"" tit"
wiki/City_of_Mandaluyong_Science_High_School.html,260,78,"for_Region_1"" title=""Regional Science High School for Region 1"">I</"
wiki/City_of_Mandaluyong_Science_High_School.html,261,28,"<dd><a href=""/wiki/Regional_Science_High_School_for_Region_2"" tit"
wiki/City_of_Mandaluyong_Science_High_School.html,261,78,"for_Region_2"" title=""Regional Science High School for Region 2"">II<"
wiki/City_of_Mandaluyong_Science_High_School.html,262,39,"ef=""/wiki/Cordillera_Regional_Science_High_School"" title=""Cordiller"
wiki/City_of_Mandaluyong_Science_High_School.html,262,87,"l"" title=""Cordillera Regional Science High School"">CAR</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,263,28,"<dd><a href=""/wiki/Regional_Science_High_School_III"" title=""Regio"
wiki/City_of_Mandaluyong_Science_High_School.html,263,69,"h_School_III"" title=""Regional Science High School III"">III</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,264,35,"a href=""/wiki/Cavite_National_Science_High_School"" title=""Cavite Na"
wiki/City_of_Mandaluyong_Science_High_School.html,264,79,"chool"" title=""Cavite National Science High School"">IV-A</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,265,37,"href=""/wiki/MIMAROPA_Regional_Science_High_School"" title=""MIMAROPA "
wiki/City_of_Mandaluyong_Science_High_School.html,265,83,"ool"" title=""MIMAROPA Regional Science High School"">IV-B</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,266,34,"<a href=""/wiki/Bicol_Regional_Science_High_School"" title=""Bicol Reg"
wiki/City_of_Mandaluyong_Science_High_School.html,266,77,"School"" title=""Bicol Regional Science High School"">V</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,267,31,"dd><a href=""/wiki/Quezon_City_Science_High_School"" title=""Quezon Ci"
wiki/City_of_Mandaluyong_Science_High_School.html,267,71,"gh_School"" title=""Quezon City Science High School"">NCR</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,269,28,"<dd><a href=""/wiki/Regional_Science_High_School_for_Region_VI"" ti"
wiki/City_of_Mandaluyong_Science_High_School.html,269,79,"or_Region_VI"" title=""Regional Science High School for Region VI"">VI"
wiki/City_of_Mandaluyong_Science_High_School.html,270,29,"<dd><a href=""/wiki/Dumaguete_Science_High_School"" title=""Dumaguete"
wiki/City_of_Mandaluyong_Science_High_School.html,270,67,"High_School"" title=""Dumaguete Science High School"">VII</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,271,44,"wiki/Eastern_Visayas_Regional_Science_High_School"" title=""Eastern V"
wiki/City_of_Mandaluyong_Science_High_School.html,271,97,"tle=""Eastern Visayas Regional Science High School"">VIII</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,273,28,"<dd><a href=""/wiki/Regional_Science_High_School_for_Region_IX"" ti"
wiki/City_of_Mandaluyong_Science_High_School.html,273,79,"or_Region_IX"" title=""Regional Science High School for Region IX"">IX"
wiki/City_of_Mandaluyong_Science_High_School.html,274,33,"><a href=""/wiki/Gusa_Regional_Science_High_School_-_X"" title=""Gusa "
wiki/City_of_Mandaluyong_Science_High_School.html,274,79,"ool_-_X"" title=""Gusa Regional Science High School - X"">X</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,275,43,"/wiki/Davao_Oriental_Regional_Science_High_School"" title=""Davao Ori"
wiki/City_of_Mandaluyong_Science_High_School.html,275,95,"itle=""Davao Oriental Regional Science High School"">XI</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,276,35,"a href=""/wiki/Alabel_National_Science_High_School"" title=""Alabel Na"
wiki/City_of_Mandaluyong_Science_High_School.html,276,79,"chool"" title=""Alabel National Science High School"">XII</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,277,35,"a href=""/wiki/Caraga_Regional_Science_High_School"" title=""Caraga Re"
wiki/City_of_Mandaluyong_Science_High_School.html,277,79,"chool"" title=""Caraga Regional Science High School"">XIII</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,278,33,"><a href=""/wiki/ARMM_Regional_Science_High_School"" title=""ARMM Regi"
wiki/City_of_Mandaluyong_Science_High_School.html,278,75,"_School"" title=""ARMM Regional Science High School"">ARMM</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,287,68,"a href=""/wiki/Engineering_and_Science_Education_Program"" title=""Eng"
wiki/City_of_Mandaluyong_Science_High_School.html,287,118,"ogram"" title=""Engineering and Science Education Program"">Engineerin"
wiki/City_of_Mandaluyong_Science_High_School.html,287,161,"tion Program"">Engineering and Science<br />"
wiki/City_of_Mandaluyong_Science_High_School.html,292,15,<dt>NCR Public Science High Schools</dt>
wiki/City_of_Mandaluyong_Science_High_School.html,293,33,"><a href=""/wiki/Caloocan_City_Science_High_School"" title=""Caloocan "
wiki/City_of_Mandaluyong_Science_High_School.html,293,75,"_School"" title=""Caloocan City Science High School"">Caloocan</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,294,48,"/Las_Pi%C3%B1as_City_National_Science_High_School"" title=""Las Piñas"
wiki/City_of_Mandaluyong_Science_High_School.html,294,100,"itle=""Las Piñas City National Science High School"">Las Piñas</a></d"
wiki/City_of_Mandaluyong_Science_High_School.html,295,26,"<dd><a href=""/wiki/Makati_Science_High_School"" title=""Makati Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,295,61,"ce_High_School"" title=""Makati Science High School"">Makati</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,297,32,"d><a href=""/wiki/Raja_Soliman_Science_and_Technology_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,297,88,"h_School"" title=""Raja Soliman Science and Technology High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,298,26,"<dd><a href=""/wiki/Manila_Science_High_School"" title=""Manila Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,298,61,"ce_High_School"" title=""Manila Science High School"">Manila (Science)"
wiki/City_of_Mandaluyong_Science_High_School.html,298,90," Science High School"">Manila (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,299,28,"<dd><a href=""/wiki/Marikina_Science_High_School"" title=""Marikina "
wiki/City_of_Mandaluyong_Science_High_School.html,299,65,"_High_School"" title=""Marikina Science High School"">Marikina</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,300,30,"<dd><a href=""/wiki/Muntinlupa_Science_High_School"" title=""Muntinlup"
wiki/City_of_Mandaluyong_Science_High_School.html,300,69,"igh_School"" title=""Muntinlupa Science High School"">Muntinlupa</a></"
wiki/City_of_Mandaluyong_Science_High_School.html,301,34,"<a href=""/wiki/Para%C3%B1aque_Science_High_School"" title=""Parañaque"
wiki/City_of_Mandaluyong_Science_High_School.html,301,72,"High_School"" title=""Parañaque Science High School"">Parañaque</a></d"
wiki/City_of_Mandaluyong_Science_High_School.html,302,43,/w/index.php?title=Pasay_City_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,302,124,"class=""new"" title=""Pasay City Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,303,30,"<dd><a href=""/wiki/Pasig_City_Science_High_School"" title=""Pasig Cit"
wiki/City_of_Mandaluyong_Science_High_School.html,303,69,"igh_School"" title=""Pasig City Science High School"">Pasig</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,304,43,"/wiki/Don_Alejandro_Roces_Sr._Science-Technology_High_School"" title"
wiki/City_of_Mandaluyong_Science_High_School.html,304,106,"itle=""Don Alejandro Roces Sr. Science-Technology High School"">Quezo"
wiki/City_of_Mandaluyong_Science_High_School.html,305,31,"dd><a href=""/wiki/Quezon_City_Science_High_School"" title=""Quezon Ci"
wiki/City_of_Mandaluyong_Science_High_School.html,305,71,"gh_School"" title=""Quezon City Science High School"">Quezon City (Sci"
wiki/City_of_Mandaluyong_Science_High_School.html,305,105,"nce High School"">Quezon City (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,306,41,"=""/wiki/Senator_Rene_Cayetano_Science_and_Technology_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,306,106," title=""Senator Rene Cayetano Science and Technology High School"">T"
wiki/City_of_Mandaluyong_Science_High_School.html,307,26,"<dd><a href=""/wiki/Taguig_Science_High_School"" title=""Taguig Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,307,61,"ce_High_School"" title=""Taguig Science High School"">Taguig (Science)"
wiki/City_of_Mandaluyong_Science_High_School.html,307,90," Science High School"">Taguig (Science)</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,308,61,"ity_School_of_Mathematics_and_Science"" title=""Valenzuela City Schoo"
wiki/City_of_Mandaluyong_Science_High_School.html,308,119,"ity School of Mathematics and Science"">Valenzuela</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,311,22,<dt>Provincial Public Science High Schools</dt>
wiki/City_of_Mandaluyong_Science_High_School.html,312,56,title=Agusan_del_Sur_National_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,312,150,"itle=""Agusan del Sur National Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,313,32,"d><a href=""/wiki/Angeles_City_Science_High_School"" title=""Angeles C"
wiki/City_of_Mandaluyong_Science_High_School.html,313,73,"h_School"" title=""Angeles City Science High School"">Angeles</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,314,35,"a href=""/wiki/Aurora_National_Science_High_School"" title=""Aurora Na"
wiki/City_of_Mandaluyong_Science_High_School.html,314,79,"chool"" title=""Aurora National Science High School"">Aurora</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,317,38,"ref=""/wiki/Bais_City_National_Science_High_School"" title=""Bais City"
wiki/City_of_Mandaluyong_Science_High_School.html,317,85,"ol"" title=""Bais City National Science High School"">Bais</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,318,54,p?title=Jose_Monfort_National_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,318,146," title=""Jose Monfort National Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,319,36," href=""/wiki/Batanes_National_Science_High_School"" title=""Batanes N"
wiki/City_of_Mandaluyong_Science_High_School.html,319,81,"hool"" title=""Batanes National Science High School"">Batanes</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,320,39,"ef=""/wiki/Batangas_Provincial_Science_High_School"" class=""mw-redire"
wiki/City_of_Mandaluyong_Science_High_School.html,320,107,"t"" title=""Batangas Provincial Science High School"">Batangas</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,322,48,dex.php?title=Cabanatuan_City_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,322,134,"=""new"" title=""Cabanatuan City Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,323,45,/index.php?title=Calamba_City_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,323,128,"ass=""new"" title=""Calamba City Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,325,38,"ref=""/wiki/Cebu_City_National_Science_High_School"" title=""Cebu City"
wiki/City_of_Mandaluyong_Science_High_School.html,325,85,"ol"" title=""Cebu City National Science High School"">Cebu City</a></d"
wiki/City_of_Mandaluyong_Science_High_School.html,328,41,"=""/wiki/P.D._Monfort_National_Science_High_School"" title=""P.D. Monf"
wiki/City_of_Mandaluyong_Science_High_School.html,328,91," title=""P.D. Monfort National Science High School"">Dumangas, Iloilo"
wiki/City_of_Mandaluyong_Science_High_School.html,329,50,x.php?title=Ifugao_Provincial_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,329,138,"new"" title=""Ifugao Provincial Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,330,29,"<dd><a href=""/wiki/Kabasalan_Science_and_Technology_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,330,82,"High_School"" title=""Kabasalan Science and Technology High School"">K"
wiki/City_of_Mandaluyong_Science_High_School.html,332,38,"ref=""/wiki/Lipa_City_National_Science_High_School"" title=""Lipa City"
wiki/City_of_Mandaluyong_Science_High_School.html,332,85,"ol"" title=""Lipa City National Science High School"">Lipa</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,333,54,p?title=Mandaue_City_National_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,333,146," title=""Mandaue City National Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,335,37,"href=""/wiki/Medellin_National_Science_High_School"" title=""Medellin "
wiki/City_of_Mandaluyong_Science_High_School.html,335,83,"ool"" title=""Medellin National Science High School"">Medellin</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,336,31,"dd><a href=""/wiki/Minglanilla_Science_High_School"" title=""Minglanil"
wiki/City_of_Mandaluyong_Science_High_School.html,336,71,"gh_School"" title=""Minglanilla Science High School"">Minglanilla</a><"
wiki/City_of_Mandaluyong_Science_High_School.html,337,38,"ref=""/wiki/Misamis_Occidental_Science_and_Technology_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,337,100,"ol"" title=""Misamis Occidental Science and Technology High School"">M"
wiki/City_of_Mandaluyong_Science_High_School.html,338,50,"entral_Luzon_State_University_Science_High_School"" title=""Central L"
wiki/City_of_Mandaluyong_Science_High_School.html,338,109,"entral Luzon State University Science High School"">Muñoz</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,339,29,"<dd><a href=""/wiki/Naga_City_Science_High_School"" title=""Naga City"
wiki/City_of_Mandaluyong_Science_High_School.html,339,67,"High_School"" title=""Naga City Science High School"">Naga City</a></d"
wiki/City_of_Mandaluyong_Science_High_School.html,341,46,"ki/Negros_Occidental_National_Science_High_School"" title=""Negros Oc"
wiki/City_of_Mandaluyong_Science_High_School.html,341,101,"e=""Negros Occidental National Science High School"">Negros Occidenta"
wiki/City_of_Mandaluyong_Science_High_School.html,342,85,High_School_%E2%80%93_Special_Science_Curriculum&amp;action=edit&am
wiki/City_of_Mandaluyong_Science_High_School.html,342,199,ational High School – Special Science Curriculum (page does not exi
wiki/City_of_Mandaluyong_Science_High_School.html,343,49,"Puerto_Princesa_City_National_Science_High_School"" title=""Puerto Pr"
wiki/City_of_Mandaluyong_Science_High_School.html,343,107,"Puerto Princesa City National Science High School"">Puerto Princesa<"
wiki/City_of_Mandaluyong_Science_High_School.html,345,34,"<a href=""/wiki/Rizal_National_Science_High_School"" title=""Rizal Nat"
wiki/City_of_Mandaluyong_Science_High_School.html,345,77,"School"" title=""Rizal National Science High School"">Rizal</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,346,34,"<a href=""/wiki/San_Pablo_City_Science_High_School"" title=""San Pablo"
wiki/City_of_Mandaluyong_Science_High_School.html,346,77,"School"" title=""San Pablo City Science High School"">San Pablo</a></d"
wiki/City_of_Mandaluyong_Science_High_School.html,348,30,"<dd><a href=""/wiki/Santa_Rosa_Science_and_Technology_High_School"" t"
wiki/City_of_Mandaluyong_Science_High_School.html,348,84,"igh_School"" title=""Santa Rosa Science and Technology High School"">S"
wiki/City_of_Mandaluyong_Science_High_School.html,349,39,"ef=""/w/index.php?title=Siaton_Science_High_School&amp;action=edit&a"
wiki/City_of_Mandaluyong_Science_High_School.html,349,116,"=1"" class=""new"" title=""Siaton Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,350,39,"ef=""/wiki/Siquijor_Provincial_Science_High_School"" title=""Siquijor "
wiki/City_of_Mandaluyong_Science_High_School.html,350,87,"l"" title=""Siquijor Provincial Science High School"">Siquijor</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,351,42,"""/wiki/Tagaytay_City_National_Science_High_School"" title=""Tagaytay "
wiki/City_of_Mandaluyong_Science_High_School.html,351,93,"title=""Tagaytay City National Science High School"">Tagaytay</a></dd"
wiki/City_of_Mandaluyong_Science_High_School.html,352,35,"a href=""/wiki/Tagbilaran_City_Science_High_School"" title=""Tagbilara"
wiki/City_of_Mandaluyong_Science_High_School.html,352,79,"chool"" title=""Tagbilaran City Science High School"">Tagbilaran</a></"
wiki/City_of_Mandaluyong_Science_High_School.html,354,32,"d><a href=""/wiki/Talisay_City_Science_High_School"" title=""Talisay C"
wiki/City_of_Mandaluyong_Science_High_School.html,354,73,"h_School"" title=""Talisay City Science High School"">Talisay, Cebu</a"
wiki/City_of_Mandaluyong_Science_High_School.html,355,35,"a href=""/wiki/Tandag_National_Science_High_School"" title=""Tandag Na"
wiki/City_of_Mandaluyong_Science_High_School.html,355,79,"chool"" title=""Tandag National Science High School"">Tandag</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,356,26,"<dd><a href=""/wiki/Tanjay_Science_High_School"" title=""Tanjay Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,356,61,"ce_High_School"" title=""Tanjay Science High School"">Tanjay</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,357,26,"<dd><a href=""/wiki/Toledo_Science_High_School"" title=""Toledo Sc"
wiki/City_of_Mandaluyong_Science_High_School.html,357,61,"ce_High_School"" title=""Toledo Science High School"">Toledo</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,359,33,"><a href=""/wiki/Ubay_National_Science_High_School"" title=""Ubay Nati"
wiki/City_of_Mandaluyong_Science_High_School.html,359,75,"_School"" title=""Ubay National Science High School"">Ubay</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,362,12,<dt>Private Science High Schools</dt>
wiki/City_of_Mandaluyong_Science_High_School.html,363,28,"<dd><a href=""/wiki/Batangas_Science_School"" title=""Batangas Scien"
wiki/City_of_Mandaluyong_Science_High_School.html,363,60,"ience_School"" title=""Batangas Science School"">Batangas</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,364,57,itle=Emilio_Aguinaldo_College_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,364,152,"tle=""Emilio Aguinaldo College Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,365,46,index.php?title=Lorma_College-Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,365,130,"ss=""new"" title=""Lorma College-Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,366,42,"""/wiki/Malayan_High_School_of_Science"" title=""Malayan High School o"
wiki/City_of_Mandaluyong_Science_High_School.html,366,81,"title=""Malayan High School of Science"">Malayan</a></dd>"
wiki/City_of_Mandaluyong_Science_High_School.html,367,70,ne_Christian_University-Union_Science_High_School&amp;action=edit&a
wiki/City_of_Mandaluyong_Science_High_School.html,367,178,ne Christian University-Union Science High School (page does not ex
wiki/City_of_Mandaluyong_Science_High_School.html,368,29,"<dd><a href=""/wiki/Roosevelt_Science_High_School"" class=""mw-redire"
wiki/City_of_Mandaluyong_Science_High_School.html,368,87,"mw-redirect"" title=""Roosevelt Science High School"">Roosevelt Colleg"
wiki/City_of_Mandaluyong_Science_High_School.html,369,36," href=""/w/index.php?title=SLC-Science_High_School&amp;action=edit&a"
wiki/City_of_Mandaluyong_Science_High_School.html,369,110,"ink=1"" class=""new"" title=""SLC-Science High School (page does not ex"
wiki/City_of_Mandaluyong_Science_High_School.html,370,40,"f=""/wiki/University_of_Baguio_Science_High_School"" title=""Universit"
wiki/City_of_Mandaluyong_Science_High_School.html,370,89,""" title=""University of Baguio Science High School"">University of Ba"
wiki/City_of_Mandaluyong_Science_High_School.html,413,104,"tle=City_of_Mandaluyong_Science_High_School&amp;oldid=758477804"">ht"
wiki/City_of_Mandaluyong_Science_High_School.html,413,208,tle=City_of_Mandaluyong_Science_High_School&amp;oldid=758477804</a>
wiki/City_of_Mandaluyong_Science_High_School.html,414,216,"i><a href=""/wiki/Category:Science_high_schools_in_the_Philippines"" "
wiki/City_of_Mandaluyong_Science_High_School.html,414,273,"lippines"" title=""Category:Science high schools in the Philippines"">"
wiki/City_of_Mandaluyong_Science_High_School.html,414,314,"hools in the Philippines"">Science high schools in the Philippines</"
